id,text
0111,Facturas y churros
0111,"Galletas, grisines y tostadas"
0111,Galletitas de agua envasadas
0111,Galletitas de agua sueltas
0111,Galletitas dulces envasadas
0111,Galletitas dulces sueltas
0111,Galletitas de otro tipo
0111,Masas secas o finas
0111,Pan envasado en rebanadas blanco
0111,Pan envasado en rebanadas integral
0111,Pan tipo francés fresco en piezas
0111,Pan integral fresco en piezas
0111,Pan para hamburguesas - pebetes - panchos
0111,Pan rallado
0111,"Pancitos, bollitos, figazzitas saborizados"
0111,Panes y panecillos frescos de otro tipo
0111,Panes y panecillos precocidos y congelados
0111,Pan blanco de molde por pieza
0111,"Tortas, tartas, pan dulce"
0111,Otros productos de panadería y repostería
0111,Surtidos de productos de panadería y pastelería
0111,Arroz blanco
0111,Arroz integral
0111,Otros arroces con aditamentos
0111,Fideos de arroz
0111,Avena
0111,Cereales en grano
0111,Cereales inflados
0111,Féculas
0111,Harina de maíz
0111,Harina de trigo
0111,"Mezcla de harina para pizza, ñoquis, torta frita"
0111,Mezcla de cereales y fibras o frutas
0111,Sémola y semolín
0111,Harinas integrales
0119,Semillas
0111,"Otras harinas, cereales y fibras"
0111,"surtidos de harinas, arroz, cereales y fibras"
0111,Canelones
0119,Empanadas preparadas sin cocinar
0111,Fideos frescos
0111,Fideos secos
0111,Ñoquis frescos
0111,Pastas deshidratadas con y sin relleno
0111,Pizzas preparadas sin cocinar
0111,Pre-pizza
0111,Ravioles frescos
0111,"Tapas frescas para canelones, panqueques, lasagnas, etc."
0111,Tapas frescas para empanadas y pastelitos
0111,Tapas frescas para tartas
0119,Tartas preparadas sin cocinar
0111,"Rapiditas, fajitas, etc."
0111,"Otras pastas frescas rellenas,  tortelletis,  fideos rellenos, panzzotis, agnolottis, capellettis, sorrentinos, etc."
0111,Otros alimentos semipreparados en base a pastas
0111,Surtidos de pastas
0112,Aguja
0112,Asado
0112,Bife ancho
0112,Bife angosto
0112,Bife de chorizo
0112,bola de lomo
0112,Carnaza común
