id,text
0711,productos que necesitan ser cocinados y preparados
0711,así como alimentos preparados
0111,trigo
0111,arroz
0111,incluido el arroz parbolizado (o vaporizado)
0111,sorgo
0111,cebada
0111,mijo
0111,maíz
0111,quinoa
0111,teff
0111,arroz de todos los tipos como arroz grado 1
0111,grado 2
0111,grado 3
0111,sea grano corto
0111,largo o partido
0111,maíz seco
0111,avena en grano
0111,germen y salvado de trigo
0111,bulgur (o burgul)
0111,centeno
0111,triticale
0111,harina de los cereales mencionados en la subclase 01.1.1.01.00
0111,harina de trigo envasada
0111,a granel
0111,harina de flor
0111,con o sin polvos de hornear
0111,harina de fuerza
0111,harina de arroz
0111,harina de fécula de maíz (maicena)
0111,harina integral de todos los cereales
0111,pan y panecillos
0111,pan crujiente
0111,bizcochos
0111,pan tostado
0111,galletas saladas
0111,tortillas
0111,injera (o inyera)
0111,bases de pizza sin cubrir o sin ingredientes (masa de pizza)
0111,ya sean precocidas o no
0111,pan de jengibre y similares
0111,galletas dulces
0111,waffles y obleas
0111,conos de helado
0111,bollos
0111,muffins
0111,croissant
0111,pasteles
0111,tartas dulces
0111,pasteles dulces y otros productos de pastelería
0111,pan fresco corriente a granel como marraqueta (pan batido o pan francés)
0111,hallulla
0111,pan especial a granel como pan flauta
0111,pan cocktail
0111,pan baguette
0111,pan pita
0111,pan integral
0111,pan
0111,pan envasado (corriente o especial) como pan hallulla envasado
0111,pan marraqueta (batido o
0111,chapaleles
0111,tortillas de rescoldo
0111,tortillas de campo
0111,milcaos y otros similares
0111,galletas dulces con relleno o agregados como galletas tipo sándwich
0111,galletas oblea
0111,galletas
0111,galletas dulces sin relleno como galletas tipo coctel
0111,champaña
0111,galletas de vino
0111,galletas de agua
0111,galletas de soda
0111,galletas de avena
0111,galletas de linaza
0111,galletas en general cuyo tipo no es posible identificar
0111,tortas de todos los tipos como torta de bizcocho
0111,de milhoja
0111,de panqueques y similares
0111,tartas
0111,kuchen
0111,tartaleta
0111,pie de limón
0111,cheesecake
0111,brazo de reina
0111,pan de pascua
0111,queques
0111,trozos o porciones de tortas
0111,prepizza
0111,masas base para elaborar pizzas
0111,masas preparadas para sopaipillas
0111,para empanadas
0111,para pascualinas
0111,pancutras (pantrucas)
0111,copos de maíz
0111,hojuelas o copos de avena tradicional (cruda)
0111,hojuelas o copos de avena
0111,cereales en polvo
0111,granola
0111,hojuelas o copos de maíz
0111,hojuelas o copos de avena tradicional
0111,pasta sin cocer
0111,ya sea rellena o no
0111,y cuscús
0111,empanadillas
0111,dumplings
0111,gyosas
0111,ravioles y similares
0111,sin cocer
0111,tallarines
0111,espaguetis
0111,espaguetinis
0111,espirales
0111,corbatas
0111,cabellos de ángel largos o cortos
0111,fideos largos como fideos chinos
0111,fideos de arroz
0111,fideos de soya
0111,fetuchinis
0111,fideos cortos como macarrones
0111,quifaros
0111,mostacholi
0111,caracoles
0111,fideos para sopa como sopa de letras
0111,pepitas
0111,estrellas
0111,granizos
0111,mariposas; excepto cabellos
0111,tortellini
0111,ravioles
0111,bombolotti
0111,capeleti
0111,panzotti
0111,sorrentinos y otras pastas secas con relleno
0111,capeletis
0111,sorrentinos y otras pastas frescas
0111,cuscús
0111,gyosas u otros similares sin cocer
0111,mezclas y masas para la preparación de productos de panadería
0111,palomitas de maíz
